id,nama_file,file_path,link,reason
FILMN00124,"PK PERUBAHAN HENDRY AGUS SUTRISNO.pdf",monitoring/1769590049_6979cd21a3415.pdf,/storage/monitoring/1769590049_6979cd21a3415.pdf,no-file-found
FILMN00125,"PK PERUBAHAN ISKANDAR ZULKARNAEN.pdf",monitoring/1769590049_6979cd21b2e09.pdf,/storage/monitoring/1769590049_6979cd21b2e09.pdf,no-file-found
FILMN00126,"PK PERUBAHAN IWAN.pdf",monitoring/1769590049_6979cd21c9500.pdf,/storage/monitoring/1769590049_6979cd21c9500.pdf,no-file-found
FILMN00127,"PK PERUBAHAN KOMARUDIN.pdf",monitoring/1769590049_6979cd21d5062.pdf,/storage/monitoring/1769590049_6979cd21d5062.pdf,no-file-found
FILMN00128,"PK PERUBAHAN MAGDALENA LIMBONG.pdf",monitoring/1769590049_6979cd21e0810.pdf,/storage/monitoring/1769590049_6979cd21e0810.pdf,no-file-found
FILMN00099,"SPM 2024",,https://drive.google.com/drive/u/0/folders/1yD_Owjd7CgSqKErLXOFH-n80-pMXK8SK,no-file-found
FILMN00098,"RKA 2026 seDepok",,https://tinyurl.com/DokRKA2026,no-file-found
FILMN00097,"Link Dokumen Reviu RKA damkar 2026 : ",,https://drive.google.com/drive/folders/1cJTaLSYPIsh_FZFoKEnF50HiVPnKkPYq?usp=sharing,no-file-found
FILMN00096,"700-429-Reviu-Insp-2025, LHR RKA Perubahan Damkar 2025.pdf",,https://drive.google.com/file/d/1_7sjJDJodyQvdM6gcxSTSXcpXNz_EHip/view,no-file-found
FILMN00095,"700-195-Evaluasi-Insp-2025, LHE atas Impelentasi SAKIP pada Damkar 2024.pdf",,https://drive.google.com/file/d/1CZdOqHtUuFfuAWoPHMTNMkwJMBYzLtgb/view,no-file-found
FILMN00094,"700-95-Evaluasi-Insp-2025, LHE PPRG DAMKAR 2024.pdf",,https://drive.google.com/file/d/1yWdwvyc3sAaZR1AzSlmdx-TC5nkenoCU/view,no-file-found
FILMN00075,"Kontak Evaluator Surabi Jabar",,https://drive.google.com/file/d/1BSYDOIi9OWdk1UavyS6NepXjsxoLlJku/view,no-file-found
FILMN00093,"Dok Reviu RKA",,https://drive.google.com/drive/folders/1ilu5uFhFqJC7sHk4op93crnPcjlWSMIh,no-file-found
FILMN00092,"Ewalidata UserID : admin.damkar Password : depok123",,https://sipd.go.id/ewalidata/,no-file-found
FILMN00091,"Pemantauan Rencana Tindak Lanjut Pengendalian Manajemen Risiko TW II.pdf",,https://drive.google.com/file/d/1iyRe4vEHuPBoO2p9cmdycB_-XDvmijMI/view,no-file-found
FILMN00090,"Pemantauan RTP Manajemen Resiko TW 1.pdf",,https://drive.google.com/file/d/1BuL51C9uLPzYF0wUlugv3QHggOP2QMLf/view,no-file-found
FILMN00089,"Pemantauan Rencana Tindak Lanjut Pengendalian Manajemen Risiko TW III.pdf",,https://drive.google.com/file/d/1cQtAf1jGW0rLqVHyP7ZwnuN4iwaIWe88/view,no-file-found
FILMN00088,"LAPORAN PEMANTAUAN RTP TW 2 DP3AP2KB.docx",,https://drive.google.com/file/d/18mY6_pW2MhW_N5AF1tk3s--DhPhIsCAC/view,no-file-found
FILMN00087,"Laporan RTP Pengendalian Risiko Damkar 2024.pdf",,https://drive.google.com/file/d/1gGBGXbCmSKOwKLyduwPl9OZMzaWnyzOP/view,no-file-found
FILMN00086,"LAPORAN PEMANTAUAN RTP TW I_damkar2024 (1).docx",,https://drive.google.com/file/d/1AvOjCij9Mn_hhGOa-zH-EaL5gqzpkR_5/view,no-file-found
FILMN00085,"surat pendampingan SPIP T Tahun 2025(signed) (2).pdf",,https://drive.google.com/file/d/1AdHfOHDPDSHVzF0UAo_JSPxLZBHMDalY/view,no-file-found
FILMN00084,"Paparan Pendampingan SPIP PD 2025 (1).pptx",,https://drive.google.com/file/d/16AN_ymAqh62WZLyFnf8uljtJMi4lRuXo/view,no-file-found
FILMN00083,"KK PM SPIP Pemda_07052025 Damkar 8 Juli 2025 done (1).xlsx",,https://drive.google.com/file/d/1mPkRp7ID0rPlO2LGC7eEyzEkrPDM85Ln/view,no-file-found
FILMN00082,"Manajemen Resiko 2025.pdf",,https://drive.google.com/file/d/1d9PPafF3NMGVpFLMLZWzt5x60J5li8mE/view,no-file-found
FILMN00081,"MANAJEMEN RISIKO DAMKAR 2025 (3).doc",,https://drive.google.com/file/d/1WXLrtYB7MM3KMLI_wZOXXezEUciduzW5/view,no-file-found
FILMN00080,"MR Damkar 2025_06082025.xlsx",,https://drive.google.com/file/d/16rC2eSKhiY75C7_T4CoNB8rrECgkrbs2/view,no-file-found
FILMN00079,"MR 2024_2.xlsx",,https://drive.google.com/file/d/1lU_1eUHe-0PASoUNhS_b79TY93etsfnu/view,no-file-found
FILMN00078,"MANAJEMEN RISIKO DAMKAR 2024 (1).pdf",,https://drive.google.com/file/d/1wv3ZE298a-rZoPlpWC5dGm-BDn-c9ULV/view,no-file-found
FILMN00077,"Link Eviden Surabi Damkar",,https://drive.google.com/drive/folders/11jABtR9wrQhYWqn1J_sY5ra0Hk0DfKH2,no-file-found
FILMN00076,"PANDUAN DATA DUKUNG LINGKUP DINAS BADAN(1).xlsx",,https://drive.google.com/file/d/1ooZx2ygJi1cSjzoqz_QUNEjm_uHRVToC/view,no-file-found
FILMN00074,"Lembar Evaluasi Mandiri SAKIP Pak Ferry done(1).xlsx",,https://drive.google.com/file/d/1ntBCiQ7TZCnSlYl0t7Z7B0JFRb34UHd8/view,no-file-found
FILMN00073,"LHE 2023 Penilaian Thn 2024.pdf",,https://drive.google.com/file/d/1K8Gg63pAocSF0Zs4g0dsMyIW7zIDgE8c/view,no-file-found
FILMN00072,"700-195-Evaluasi-Insp-2024, LHE atas Impelentasi SAKIP pada Damkar 2024-1.pdf",,https://drive.google.com/file/d/1-iMyLxbUsoZgx5YinBp4uQNBLEFIojcX/view,no-file-found
FILMN00071,"Penguatan SAKIP Kota Depok 190224 (2).pdf",,https://drive.google.com/file/d/1g3vHqK8uBsG-5GTpXD8Isi-C-KfTZYmf/view,no-file-found
FILMN00070,"KELENGKAPAN DATA SAKIP 2024_link bit.ly_11 Juni 2024.xlsx",,https://drive.google.com/file/d/1KtA-PVuvaL2lIAvCwaEAV2Dwie16r5ty/view,no-file-found
FILMN00069,Matriks_Tindak_Lanjut_SAKIP_2024.xlsx,,https://drive.google.com/file/d/1a6ejP5dGGcsrOMKgwhAIwxXxd56HxGUv/view,no-file-found
FILMN00068,"IKK DAMKAR TAHUN 2024 FIX 16 JAN SORE.xlsx",,https://drive.google.com/file/d/1cSoZZREY_piy4rayNZZdRtZw2jjoife-/view,no-file-found
FILMN00067,"REKAP IKK DAMKAR REV REV REV 26 maret 2024.xlsx (2).pdf",,https://drive.google.com/file/d/148oy5yUm92AfxcoaYcKlJk37f106vbsL/view,no-file-found
FILMN00066,"IKK DAMKAR.pdf",,https://drive.google.com/file/d/1eA95REStUdR2iVb4Rgj1sYXaL9joOms2/view,no-file-found
FILMN00065,"IKK DAMKAR TAHUN 2023 (5).xlsx",,https://drive.google.com/file/d/1EPcIDrl7-JaKwf7SwOkSIx_axKLVT7I8/view,no-file-found
FILMN00064,"Lap spm  kebakaran dan bencana TW I Tahun 2025  dd pdf.pdf",,https://drive.google.com/file/d/1xzvZC0fmC57J_P_0nbb5UcsePoXtQS1C/view,no-file-found
FILMN00063,"Lap spm  kebakaran dan bencana TW II Tahun 2025 Fix Komplet.pdf",,https://drive.google.com/file/d/1LjyBnw8mPqIBuW8FhK5lMjH3C93cVqgv/view,no-file-found
FILMN00062,"Lap spm  kebakaran dan bencana TW III Tahun 2025  dd  krm charles (13.19 17-10-2025).docx",,https://drive.google.com/file/d/1ujsM1SUbwO8CKQmJfRN4VD2a_sTAirMB/view,no-file-found
FILMN00061,"Laporan SPM kebakaran dan bencana  Tahun 2024.docx (1).pdf",,https://drive.google.com/file/d/12wDjp7RLniTZ9GZxRY8OVUKjJgS5QUUa/view,no-file-found
FILMN00060,"LAPORAN SPM DAMKAR TAHUN 2023 (2).docx",,https://drive.google.com/file/d/1z79w4lHOlBNqGaj5e_NpqvGb9ECrTbJH/view,no-file-found
FILMN00059,"LAPORAN SPM 2023 (6).pdf",,https://drive.google.com/file/d/153h-IgokU2JIBH6rtaoNEFh0AFXRNial/view,no-file-found
FILMN00058,"Catatan LKPJ 2024 Untuk Pak Kadis.docx",,https://drive.google.com/file/d/1cMQo8ebHSuWeU4lTJFOcUUOsJoAx-dyl/view,no-file-found
FILMN00057,"PAPARAN LKPJ Wali Kota Depok Tahun 2024_Dinas Damkar 26042025.ppt",,https://drive.google.com/file/d/1cUUaoxSmrpGS9lpx-nIg-uY5V_xKUEbb/view,no-file-found
FILMN00056,"LKPJ Damkar Tahun 2024.pdf",,https://drive.google.com/file/d/17aPlfGgSgu3ZNPmhaPmIHmWYxYyn-Mf7/view,no-file-found
FILMN00055,"Form Monev Indikator Makro. IKU,IKD,IKK, TW III Tahun 2025",,https://bit.ly/DokumenOPD_2020-2024,no-file-found
FILMN00054,"Link Surabi 3.0 (Username: tofanillan@gmail.com Password: 12345)",,https://surabi.jabarprov.go.id/login,no-file-found
FILMN00053,"RENSTRA 2025-2029",,https://drive.google.com/drive/folders/1d0P6pDAaO0z-smc3S6lnk4fVYn2eZiCF,no-file-found
FILMN00052,"RENSTRA PD 2025-2029",,https://drive.google.com/drive/folders/152aOTKZ_9h8UWXlejxcBKS3wz8KQQWJb,no-file-found
FILMN00051,"E.68. Pengendalian dan Evaluasi Terhadap Kebijakan Renstra PD",,https://drive.google.com/drive/folders/1bbXXtDzyhMG6ao-uJWXUsfLwfZIULtdv,no-file-found
FILMN00050,"Eviden SURABI 2025",,http://bit.ly/EVIDENSURABI2025,no-file-found
FILMN00049,"Data target dan realisasi indikator TPB/SDG’s tahun 2024",,https://s.id/Monev_TPB_2024,no-file-found
FILMN00048,"SAKIP 2025",,https://bit.ly/SAKIP_DEPOK_2025,no-file-found
FILMN00047,"Data Dukungan RTLHE SAKIP 2024",,https://drive.google.com/drive/folders/1A9LrDWGb2O4MtejlcpcapIKH2jeM53ll?usp=sharing,no-file-found
FILMN00046,"Link lembar kontrol inputan sipd",,https://docs.google.com/spreadsheets/d/1LkfpaPRtau5r_8fKBZ_709AACYin0qb8vaWA-jZm5Rg/edit?usp=sharing,no-file-found
FILMN00045,"SPIP 2025",,https://drive.google.com/drive/u/1/folders/1zSqzDGDcWo-yUYmnDA9fNQuOBEEltSY8,no-file-found
FILMN00044,"Data SADEPOK",,https://drive.google.com/drive/folders/1v9vAxfdIc7jWcfHolEQN6e1MEl_ClIDL,no-file-found
FILMN00043,"Dalev Kebijakan Renja 2026 dan Perubahan Renja 2025",,https://s.id/DalevKebijakanRenja2026_PerubahanRenja2025D,no-file-found
FILMN00042,"KUMPULAN DOKUMEN DAMKAR 2025",,https://bit.ly/DokDamkar2025,no-file-found
FILMN00041,"Laporan Evaluasi Hasil Renja PD TW II Tahun 2025",,https://s.id/LaporanHasilEvaluasiRenjaPD-TWII-2025,no-file-found
FILMN00040,"Laporan Evaluasi Hasil Renja PD TW I Tahun 2025 diminta Bu Siti Bappeda",,https://s.id/LaporanEvaluasiHasilRenjaPD-TWI-2025,no-file-found
FILMN00039,"SAKIP 2024",,https://bit.ly/SAKIPDEPOK2024,no-file-found
FILMN00038,"SAKIP 2023",,https://bit.ly/dok_sakip_2023,no-file-found
FILMN00037,"LAKIP 2024",,https://drive.google.com/file/d/1dOhfvBYQxPWPnLXTl3kkuzwyNif8eIGR/view?usp=drive_link,no-file-found
FILMN00036,"RPJMD dan Penyusunan Renstra 2025 sd 2029",,https://drive.google.com/drive/folders/152aOTKZ_9h8UWXlejxcBKS3wz8KQQWJb,no-file-found
FILMN00035,"Laporan akhir masa jabatan Walikota-permintaan Inspektorat Provinsi",,https://docs.google.com/spreadsheets/d/1bFooFlRdfM5pvkIinRRdv8-9_gxL7CGHzK99kPAiWaw/edit?gid=1013340217#gid=1013340217,no-file-found
FILMN00034,"Evaluasi Hasil Renstra",,https://s.id/EvaluasiRenja2026_Renstra2021-2026,no-file-found
FILMN00033,"SPBE Akses ke Kertas Kerja setiap PD",,https://drive.google.com/drive/folders/12OPNDp9Mhx4Tnf6K-a31YpyFpg6b_980?usp=share_link,no-file-found
FILMN00032,"Dokumen OPD Tahun 2020 s/d 2024",,https://bit.ly/DokumenOPD_2020-2024,no-file-found
FILMN00031,"Dokumen MR SPBE 2025",,https://drive.google.com/drive/u/0/folders/1jtbjPY6KTashk_hT56FQmxxDKapBTNkE,no-file-found
FILMN00030,"kelengkapan laporan evaluasi hasil Renja PD tw 4",,https://s.id/LaporanEvaluasiHasilRenjaPD-TWIV-2024,no-file-found
FILMN00029,"Form Data LKPJ",,https://bit.ly/LKPJDpk2024,no-file-found
FILMN00028,"Aplikasi Melihat Aparatur yang tersertifikasi damkar",,https://registrasi-sidamkar.kemendagri.go.id/,no-file-found
FILMN00027,"Laporan Evaluasi Hasil Renja TW IV",,https://s.id/LaporanEvaluasiHasilRenjaPD-TWIV-2024,no-file-found
FILMN00026,"Link Kertas Kerja MR SPBE 2024",,https://drive.google.com/drive/folders/15kVSm2mZiWNePF7z3_5Rp2I68olBKKpY,no-file-found
FILMN00025,"Link Dokumen MR SPBE 2024 hasil Pemantauan",,https://drive.google.com/drive/folders/1Cf0yT7DBdy-mIkIRV14lf9pDwcBlM_WM,no-file-found
FILMN00024,"MR SPBE Perangkat Daerah",,https://drive.google.com/drive/folders/1DXsy-ccRqzxAaPcUv-CfkMcB0w-7m5Ye,no-file-found
FILMN00023,"Bukti Dukung Pengajuan TPP Kota Depok Tahun 2025",,http://bit.ly/Kematangan_Perangkat_Daerah_2024,no-file-found
FILMN00022,Lakip,,https://lakip.depok.go.id/login,no-file-found
FILMN00021,"e Sakip Reviu Menpan",,https://esr.menpan.go.id/,no-file-found
FILMN00020,"e SPM",,https://spm.bangda.kemendagri.go.id/2021/home/login,no-file-found
FILMN00019,"LPPD 2023",,https://bit.ly/LPPDEPOK2023,no-file-found
FILMN00018,"Pengendalian dan Evaluasi Pelaksanaan Perubahan Renja PD Tahun 2024",,https://s.id/DalevPelaksanaanRenjaPerubahanPD-2024,no-file-found
FILMN00017,"Pengendalian dan Evaluasi Rumusan Kebijakan  Renja 2025",,https://drive.google.com/drive/folders/1a-LFtcWtT0GHzVVm8LV7QqGuFbcIPKdP,no-file-found
FILMN00016,"Evaluasi Kelembagaan Menpan",,https://drive.google.com/drive/folders/1d-wmbKI2cfa9YkIieoDOhqwZUJPgLvkO,no-file-found
FILMN00015,"Reviu RKA request by Irda",,https://s.id/DasarReviuRKA2025,no-file-found
FILMN00014,"e SOP",,https://esop.depok.go.id/,no-file-found
FILMN00013,Metadata,,https://drive.google.com/drive/u/0/folders/1nNPYCxAr-c6Rzpd8ULMhDCEgJHn1dACq,no-file-found
FILMN00012,"MR 2025",,https://bit.ly/DokumenMR2025,no-file-found
FILMN00011,"MR 2024",,https://bit.ly/MROPD2024,no-file-found
FILMN00010,"MR 2023",,https://bit.ly/MROPD2023,no-file-found
FILMN00009,"SPIP 2024",,https://linktr.ee/spiptkotadepok2024,no-file-found
FILMN00008,"Arsitektur Perangkat Daerah",,https://drive.google.com/drive/folders/12OPNDp9Mhx4Tnf6K-a31YpyFpg6b_980,no-file-found
FILMN00007,"Rekapitulasi Progres  Kelembagaan",,https://docs.google.com/spreadsheets/d/1ke-RXv_4zWS5HP7soeFPCzpqEOXjhL5-/edit?gid=2079094594#gid=2079094594,no-file-found
FILMN00006,"Penilaian Kematangan Perangkat Daerah",,https://drive.google.com/drive/folders/1-8DRW4ZFQrQ0ZqOi4tHxuH4ABQAtIyeg,no-file-found
FILMN00005,"Data SAKIP Depok 2024",,https://drive.google.com/drive/folders/1izkRRamWHVBqo_AYgt1K02BkIVkIpvwZ,no-file-found
FILMN00004,"Data Input PPE  PUG",,https://drive.google.com/drive/folders/1x4PK08hNonZpuZIvO1YaQBI8C2NPvTCD,no-file-found
FILMN00003,"Paparan OPD pada pembahasan Rancangan APBD TA 202 ke Bag Anggaran BKD",,https://forms.gle/86asycBGe15wmCa86,no-file-found
FILMN00002,"Panduan SURABI",,https://s.id/PanduanBuktiSurabi,no-file-found
FILMN00001,"Eviden Surabi RB Damkar",,https://bitly.cx/j4y8Q,no-file-found
